job_title,company,company_description,published_at,salary,location
Cloud Data Engineer ,Neotalent Conclusion,"Neotalent Conclusion is one of the leading Iberian specialists providing services in Information Technology and Engineering services. As part of the Netherlands-based organization Conclusion, which has an ecosystem of over 25 companies and 3,600 employees, we are focused on increasing the technological capacity of our clients and the digital transformation of their application ecosystems.     We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers.    With over 25 years of solid experience, Neotalent Conclusion has established its presence in key locations, including Lisbon, Porto, and Madrid. The company currently has more than 950 professionals in the different areas in which it operates.  Neotalent, the responsive people.    Find out more about us at www.neotalent.pt.",2024-10-22 13:25:03,,['Lisboa']
System Engineer - DevOps,GRiT Solutions,"Tech Passionate People, with Purpose.    GRiT® is a new authentic player at IT Consultancy, offering tangible solutions envisioned upon workable technologies.     Born in Portugal to help companies all over Europe on achieving their digital and business evolution goals.    We provide IT Consulting and Nearshoring services on two collaboration models: Time & Materials and Team as a Service.    Powered by passion and perseverance, we strive for positive impact, delivering solutions while building strong long-term relations.    People. Technology. Innovation.  All-around it.",2024-10-21 19:33:48,,"['Porto', 'Lisboa']"
DevOps Engineer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-21 19:32:21,,['Coimbra']
Fullstack Developer (Node.JS / Angular),Altar.io,We build digital products for entrepreneurs and business leaders who want to revolutionize their industries.,2024-10-21 12:20:03,42000,"['Porto', 'Setúbal', 'Lisboa', 'Coimbra', 'Braga', 'Aveiro']"
"QA Engineer (Python, C++)",Neotalent Conclusion,"Neotalent Conclusion is one of the leading Iberian specialists providing services in Information Technology and Engineering services. As part of the Netherlands-based organization Conclusion, which has an ecosystem of over 25 companies and 3,600 employees, we are focused on increasing the technological capacity of our clients and the digital transformation of their application ecosystems.     We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers.    With over 25 years of solid experience, Neotalent Conclusion has established its presence in key locations, including Lisbon, Porto, and Madrid. The company currently has more than 950 professionals in the different areas in which it operates.  Neotalent, the responsive people.    Find out more about us at www.neotalent.pt.",2024-10-21 12:19:22,,['Aveiro']
Data Engineer - Azure,GRiT Solutions,"Tech Passionate People, with Purpose.    GRiT® is a new authentic player at IT Consultancy, offering tangible solutions envisioned upon workable technologies.     Born in Portugal to help companies all over Europe on achieving their digital and business evolution goals.    We provide IT Consulting and Nearshoring services on two collaboration models: Time & Materials and Team as a Service.    Powered by passion and perseverance, we strive for positive impact, delivering solutions while building strong long-term relations.    People. Technology. Innovation.  All-around it.",2024-10-21 12:19:00,,"['Porto', 'Lisboa']"
Full Stack Developer (Python/Angular),Integer Consulting,"A Integer Consulting é uma empresa portuguesa de consultoria em tecnologias de informação. Somos especialistas em serviços de IT outsourcing, software, projetos de nearshore e desenvolvimento à medida. Somos parceiros dos principais players tecnológicos a nível mundial e trabalhamos com empresas nacionais e multinacionais de diversos setores de atividade. A maioria dos projetos em que participamos são em Portugal, no Brasil e um pouco por toda a Europa. O que nos diferencia é o talento tecnológico e a experiência das pessoas que fazem parte da equipa e que integram os nossos projetos.",2024-10-20 20:49:02,,['N/A']
Data Analyst,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-20 20:48:48,,['Porto']
Data Engineer,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-18 20:58:49,,"['Porto', 'Lisboa']"
Data Engineer (Sénior),Fórum Selecção,"A Fórum Selecção é uma empresa moderna e dinâmica, especificamente vocacionada para a prestação de serviços globais na área dos recursos humanos.  Foi constituída em 2002 por chefias e quadros superiores, com larga experiência académica e profissional na área dos recursos humanos.",2024-10-18 14:13:34,,['Lisboa']
Data Engineer,KCS IT,"A KCS IT é uma empresa de consultoria, outsourcing e formação, especializada em serviços de gestão de projectos profissionalizada alinhados com as metodologias e melhores práticas do PMI.",2024-10-18 14:08:33,,['Porto']
Machine Learning Engineer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-18 14:08:26,,['Aveiro']
Python Data Engineer,Neotalent Conclusion,"Neotalent Conclusion is one of the leading Iberian specialists providing services in Information Technology and Engineering services. As part of the Netherlands-based organization Conclusion, which has an ecosystem of over 25 companies and 3,600 employees, we are focused on increasing the technological capacity of our clients and the digital transformation of their application ecosystems.     We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers.    With over 25 years of solid experience, Neotalent Conclusion has established its presence in key locations, including Lisbon, Porto, and Madrid. The company currently has more than 950 professionals in the different areas in which it operates.  Neotalent, the responsive people.    Find out more about us at www.neotalent.pt.",2024-10-18 14:07:58,,['Porto']
Golang Developer,Noesis Portugal,"Founded in 1995, we are an international tech consulting company certified by Great Place to Work and in second place in The Best Workplaces 23. We offer innovative solutions to support our clients in their digital transformation. We have over a thousand talents specialized in different technologies, with offices in Portugal, Spain, the Netherlands, Brazil, Ireland, and the USA. Over the years, we have grown and expanded, always staying true to our core values of excellence, innovation, and customer satisfaction. Today, we are a leading player in our industry, with a reputation for delivering cutting-edge solutions that exceed our client's expectations.",2024-10-18 14:06:19,,['Porto']
Solidity Developer,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-17 21:03:15,,"['Lisboa', 'Porto']"
Java Developer,Mind Source,"Somos uma Equipa especializada em Projectos de Consultoria e Outsourcing, Processos de Negócio e em Tecnologia. Investimos diariamente para sermos uma das melhores empresas para trabalhar, tendo sido distinguidos no ranking do Great Place to Work com o 3º lugar na categoria das empresas com 100 a 250 colaboradores. Destacamo-nos pelas práticas de gestão positiva do nosso Talento e pelo elevado grau de compromisso sentido pela nossa Equipa. É por tudo isto que as pessoas escolhem a Mind Source para trabalhar!    Temos Projectos aliciantes à tua espera em Portugal, em várias capitais europeias e no Brasil onde já estamos a desenvolver soluções criativas com base nas tecnologias mais inovadoras do mercado.    Queres saber mais sobre como ambicionamos mudar o mundo?    Segue-nos em www.mindsource.pt",2024-10-17 21:01:44,,['Lisboa']
Machine Learning Developer,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-17 21:01:19,,"['Lisboa', 'Porto']"
Senior DevOps/SRE Engineer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-17 21:01:06,,['Lisboa']
Operating Systems Linux,YellowIpe,YellowIpe® is your IT professional services consultancy. We offer the best tailored solutions for the requirements and challenges of your technological project.,2024-10-17 12:51:08,,"['Porto', 'Lisboa']"
Data Engineer (Azure),Fyld,"A Fyld é uma consultora portuguesa especializada em serviços de TI em regime de outsourcing.    Através de métodos de recrutamento singulares, entramos em campo com profissionais de alto rendimento em áreas como Software Development, Mobile, Business Intelligence, Business Analysis, Project Management e Strategy Consulting.      Inspirados por uma filosofia de gestão de desporto, apostamos na avaliação contínua e acompanhamento da nossa equipa. A nossa meta final? Ajudar os nossos clientes no aumento de competitividade, agilização de projetos e redução de custos.     Fyld, onde os melhores entram em campo.",2024-10-17 12:49:25,,['Lisboa']
Deep Learning Engineer,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-17 12:49:01,,"['Lisboa', 'Porto']"
Senior Data Scientist,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-17 12:48:51,,['Porto']
Senior Python Developer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-16 21:40:10,,['Lisboa']
Data Engineer (Cloud Technologies),Sogrape,"Founded in 1942 by Fernando Van Zeller Guedes, Sogrape was born to demonstrate the quality of Portuguese wines to the world. From a single winery in the Douro Valley focused on producing Mateus Rose, this family company has become global, with a presence in more than 120 markets, owning c. 1,600 hectares of vineyards in Portugal, Spain, Chile, Argentina, and New Zealand.",2024-10-16 21:39:58,,['Porto']
QA Automation,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-16 21:38:57,,"['Lisboa', 'Porto']"
 Python Developer,GRiT Solutions,"Tech Passionate People, with Purpose.    GRiT® is a new authentic player at IT Consultancy, offering tangible solutions envisioned upon workable technologies.     Born in Portugal to help companies all over Europe on achieving their digital and business evolution goals.    We provide IT Consulting and Nearshoring services on two collaboration models: Time & Materials and Team as a Service.    Powered by passion and perseverance, we strive for positive impact, delivering solutions while building strong long-term relations.    People. Technology. Innovation.  All-around it.",2024-10-16 21:37:36,,['Porto']
Data Analyst,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-16 21:35:54,,['Porto']
Mulesoft Consultant Developer Senior ,Noesis Portugal,"Founded in 1995, we are an international tech consulting company certified by Great Place to Work and in second place in The Best Workplaces 23. We offer innovative solutions to support our clients in their digital transformation. We have over a thousand talents specialized in different technologies, with offices in Portugal, Spain, the Netherlands, Brazil, Ireland, and the USA. Over the years, we have grown and expanded, always staying true to our core values of excellence, innovation, and customer satisfaction. Today, we are a leading player in our industry, with a reputation for delivering cutting-edge solutions that exceed our client's expectations.",2024-10-16 12:36:35,,['Lisboa']
Business Analyst,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-16 12:35:26,,['Lisboa']
DevOps,KCS IT,"A KCS IT é uma empresa de consultoria, outsourcing e formação, especializada em serviços de gestão de projectos profissionalizada alinhados com as metodologias e melhores práticas do PMI.",2024-10-16 12:34:53,,['Porto']
Golang Developer,Noesis Portugal,"Founded in 1995, we are an international tech consulting company certified by Great Place to Work and in second place in The Best Workplaces 23. We offer innovative solutions to support our clients in their digital transformation. We have over a thousand talents specialized in different technologies, with offices in Portugal, Spain, the Netherlands, Brazil, Ireland, and the USA. Over the years, we have grown and expanded, always staying true to our core values of excellence, innovation, and customer satisfaction. Today, we are a leading player in our industry, with a reputation for delivering cutting-edge solutions that exceed our client's expectations.",2024-10-16 12:32:52,,['Lisboa']
Junior Cloud Engineer,GRiT Solutions,"Tech Passionate People, with Purpose.    GRiT® is a new authentic player at IT Consultancy, offering tangible solutions envisioned upon workable technologies.     Born in Portugal to help companies all over Europe on achieving their digital and business evolution goals.    We provide IT Consulting and Nearshoring services on two collaboration models: Time & Materials and Team as a Service.    Powered by passion and perseverance, we strive for positive impact, delivering solutions while building strong long-term relations.    People. Technology. Innovation.  All-around it.",2024-10-15 21:41:48,,['Braga']
Data Scientist,Neotalent Conclusion,"Neotalent Conclusion is one of the leading Iberian specialists providing services in Information Technology and Engineering services. As part of the Netherlands-based organization Conclusion, which has an ecosystem of over 25 companies and 3,600 employees, we are focused on increasing the technological capacity of our clients and the digital transformation of their application ecosystems.     We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers.    With over 25 years of solid experience, Neotalent Conclusion has established its presence in key locations, including Lisbon, Porto, and Madrid. The company currently has more than 950 professionals in the different areas in which it operates.  Neotalent, the responsive people.    Find out more about us at www.neotalent.pt.",2024-10-15 21:41:12,,['Lisboa']
Data Engineer,HCCM Consulting,"A HCCM Consulting, SA destaca-se desde 1995 pela sua experiência nos setores da banca, seguros, serviços públicos, energia, retalho, telecomunicações e indústria, tanto a nível nacional como internacional.    Conta com mais de 120 recursos e está organizada em 3 linhas de negócio:    - Enterprise Applications – SAP;  - Professional Services & Nearshoring;  - Development – OutSystems & Microsoft.    A HCCM é uma empresa multinacional, desde julho de 2021 faz parte do Grupo Aman, com sede em Telaviv, Israel.    O Grupo Aman, destaca-se desde 1973 pela sua competência nas áreas das tecnologias de informação e é constituída por mais de 2.500 colaboradores. A sua oferta de produtos e serviços na indústria de TI é ampla, das quais destacamos o desenvolvimento de software e aplicações, implementação e desenvolvimento de projetos em Salesforce, Cybersecurity, soluções de gestão empresarial, gestão do conhecimento, Business Analytics e serviços profissionais.",2024-10-15 21:39:57,,['Lisboa']
Business Analyst - English and French Speaker ,Noesis Portugal,"Founded in 1995, we are an international tech consulting company certified by Great Place to Work and in second place in The Best Workplaces 23. We offer innovative solutions to support our clients in their digital transformation. We have over a thousand talents specialized in different technologies, with offices in Portugal, Spain, the Netherlands, Brazil, Ireland, and the USA. Over the years, we have grown and expanded, always staying true to our core values of excellence, innovation, and customer satisfaction. Today, we are a leading player in our industry, with a reputation for delivering cutting-edge solutions that exceed our client's expectations.",2024-10-15 21:38:34,,['Porto']
SRE,Anónimo,Este empregador prefere manter a sua identidade anónima.,2024-10-15 12:42:46,,"['Lisboa', 'Porto']"
Data Analyst,KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-15 12:41:00,,['Porto']
Senior Java Fullstack Developer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-15 12:40:36,,['Porto']
RPA Developer,HCCM Consulting,"A HCCM Consulting, SA destaca-se desde 1995 pela sua experiência nos setores da banca, seguros, serviços públicos, energia, retalho, telecomunicações e indústria, tanto a nível nacional como internacional.    Conta com mais de 120 recursos e está organizada em 3 linhas de negócio:    - Enterprise Applications – SAP;  - Professional Services & Nearshoring;  - Development – OutSystems & Microsoft.    A HCCM é uma empresa multinacional, desde julho de 2021 faz parte do Grupo Aman, com sede em Telaviv, Israel.    O Grupo Aman, destaca-se desde 1973 pela sua competência nas áreas das tecnologias de informação e é constituída por mais de 2.500 colaboradores. A sua oferta de produtos e serviços na indústria de TI é ampla, das quais destacamos o desenvolvimento de software e aplicações, implementação e desenvolvimento de projetos em Salesforce, Cybersecurity, soluções de gestão empresarial, gestão do conhecimento, Business Analytics e serviços profissionais.",2024-10-15 12:40:12,,['Lisboa']
Java Developer,HCCM Consulting,"A HCCM Consulting, SA destaca-se desde 1995 pela sua experiência nos setores da banca, seguros, serviços públicos, energia, retalho, telecomunicações e indústria, tanto a nível nacional como internacional.    Conta com mais de 120 recursos e está organizada em 3 linhas de negócio:    - Enterprise Applications – SAP;  - Professional Services & Nearshoring;  - Development – OutSystems & Microsoft.    A HCCM é uma empresa multinacional, desde julho de 2021 faz parte do Grupo Aman, com sede em Telaviv, Israel.    O Grupo Aman, destaca-se desde 1973 pela sua competência nas áreas das tecnologias de informação e é constituída por mais de 2.500 colaboradores. A sua oferta de produtos e serviços na indústria de TI é ampla, das quais destacamos o desenvolvimento de software e aplicações, implementação e desenvolvimento de projetos em Salesforce, Cybersecurity, soluções de gestão empresarial, gestão do conhecimento, Business Analytics e serviços profissionais.",2024-10-15 12:38:57,,['Lisboa']
Linux Application Support,Noesis Portugal,"Founded in 1995, we are an international tech consulting company certified by Great Place to Work and in second place in The Best Workplaces 23. We offer innovative solutions to support our clients in their digital transformation. We have over a thousand talents specialized in different technologies, with offices in Portugal, Spain, the Netherlands, Brazil, Ireland, and the USA. Over the years, we have grown and expanded, always staying true to our core values of excellence, innovation, and customer satisfaction. Today, we are a leading player in our industry, with a reputation for delivering cutting-edge solutions that exceed our client's expectations.",2024-10-15 12:36:48,,['Porto']
Data Engineer,Openvia Portugal,"Openvia it´s an innovative mobility technology platform from Globalvia Group, world leader in mobility.  As a Mobility Operator, we continuously develop mobility solutions to keep track with the deep transformation in the way we live.  We are a global mobility operator with technology capabilities in the US, LATAM, Spain & Portugal.  Openvia is the technology partner for mobility operators and citizens, with a portfolio of easy-to-deploy, pay-per-use solutions.  We are a mobility tech company with more than 10 years experience managing roads and transforming mobility through innovative solutions.",2024-10-14 13:12:00,,['N/A']
Web Administrator (Linux),Devoteam,"At Devoteam, we believe that technology with strong human values can actively drive change for the better. Discover how Tech for People unlocks the future, creating a positive impact on the people and the world around us. We are a global leading player in Digital Transformation for leading organizations across EMEA, with a revenue of €1B. We believe in transforming technology to create value for our clients, partners and employees in a world where technology is developed for people. We are proud of the culture we have built together. We are proud of our people at the service of technology. We are proud of our diverse environment. Because we are #TechforPeople. Join our multidisciplinary team of Cloud experts, Designers, Business consultants, Security experts, Engineers, Developers and other extraordinary talents, spread across more than 20 EMEA countries. Become one of our +10.000 tech and business leaders on cloud, data and cyber security. Let’s fuse creativity with technology together and build innovative solutions that actively change things for the better.",2024-10-14 13:11:20,,"['Aveiro', 'Lisboa', 'Porto']"
C++ Developer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-14 13:09:01,,['Lisboa']
Python/Angular developer (IA),Aubay,"Aubay Portugal is a multinational French company, in Portugal since 2007. We have offices in Lisbon and Oporto and we are a specialized consultant in Management, Implementation, Development and Maintenance of Information Systems.  We have more than 150 active partners and we operate in sectors such as banking, insurance, telecommunications, services, energy and transports.",2024-10-13 20:44:29,,['Lisboa']
Machine Learning Engineer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-13 20:42:48,,['Aveiro']
Junior DevOps Engineer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-13 20:41:53,,['Porto']
Business Analyst (Credit Risk),Noesis Portugal,"Founded in 1995, we are an international tech consulting company certified by Great Place to Work and in second place in The Best Workplaces 23. We offer innovative solutions to support our clients in their digital transformation. We have over a thousand talents specialized in different technologies, with offices in Portugal, Spain, the Netherlands, Brazil, Ireland, and the USA. Over the years, we have grown and expanded, always staying true to our core values of excellence, innovation, and customer satisfaction. Today, we are a leading player in our industry, with a reputation for delivering cutting-edge solutions that exceed our client's expectations.",2024-10-13 20:39:47,,['Lisboa']
Cloud Developer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-13 20:39:32,,['Porto']
Consultor de Cibersegurança - Pentester,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-11 22:17:32,,['Lisboa']
Analista Programador,Cooprofar,"A Cooprofar Farmácia - Cooperativa dos Proprietários de Farmácia - foi fundada em 1975 e dedica-se à comercialização de produtos farmacêuticos, fornecendo, atualmente, um universo de mais de 1200 farmácias. Hoje, a Cooprofar Farmácia representa um dos elos fundamentais na cadeia do medicamento  e produtos de saúde.",2024-10-11 22:17:12,,['Porto']
C++ Developer,Red IT,"<​RED IT> is not a typical consultancy company.   We’re born in Lisbon, focused on concepts of excellence and knowledge in Information Technology, providing services all around the world.     We are wolves who inspires <​code/>.     Our mission is to find people like Us to join the Pack.  We’re always hiring.   Always looking for the Best Wolves.     It’s totally about people!    We are...    - People who love to learn.  - People who love technology.  - People who like to do things right.  - People that are here to help you grow your business.    Our motto is...   ""​ If you want to go fast, go alone. If you want to go far, GO TOGETHER!""​    Curious?",2024-10-11 22:16:59,,['Porto']
Dynatrace Engineer,KCS IT,"A KCS IT é uma empresa de consultoria, outsourcing e formação, especializada em serviços de gestão de projectos profissionalizada alinhados com as metodologias e melhores práticas do PMI.",2024-10-11 22:16:36,,['Lisboa']
Senior DevOps Engineer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-11 14:17:31,,['Porto']
Infrastructure Kubernetes Specialist,agap2IT,"Fundada em Setembro de 2005, a agap2IT é uma organização europeia na área dos Sistemas de Informação, Ciência e Tecnologia. Empenhada na inovação, a agap2IT está orientada para a criação de um verdadeiro valor para os seus Clientes e Consultores.    A capacidade de intervir globalmente aliada à elevada experiência e know-how técnico, funcional e de negócio da equipa, garantem a excelência da resposta aos mais exigentes e complexos desafios.",2024-10-11 14:16:00,,['Lisboa']
Senior Cobol Developer,agap2IT,"Fundada em Setembro de 2005, a agap2IT é uma organização europeia na área dos Sistemas de Informação, Ciência e Tecnologia. Empenhada na inovação, a agap2IT está orientada para a criação de um verdadeiro valor para os seus Clientes e Consultores.    A capacidade de intervir globalmente aliada à elevada experiência e know-how técnico, funcional e de negócio da equipa, garantem a excelência da resposta aos mais exigentes e complexos desafios.",2024-10-11 14:12:36,,['Lisboa']
Data Scientist (NLP Deep Learning Engineer),Revolut,"People deserve more from their money. More visibility, more control, and more freedom. Since 2015, Revolut has been on a mission to deliver just that. Our powerhouse of products — including spending, saving, investing, exchanging, travelling, and more — help our 45+ million customers get more from their money every day.    As we continue our lightning-fast growth,‌ 2 things are essential to our success: our people and our culture. In recognition of our outstanding employee experience, we've been certified as a Great Place to Work™. So far, we have 10,000+ people working around the world, from our offices and remotely, to help us achieve our mission. And we're looking for more brilliant people. People who love building great products, redefining success, and turning the complexity of a chaotic world into the simplicity of a beautiful solution.",2024-10-10 20:17:23,,['N/A']
Fullstack Developer (Python + React),KWAN,"Parte do grupo Rupeal, a Kwan é uma empresa de IT Staffing especializada na arte da realização profissional, assegurando que quem trabalha connosco, sejam clientes, candidatos ou consultores, está no caminho certo para alcançar as suas motivações!",2024-10-10 20:17:00,,"['Lisboa', 'Internacional']"
Intermediate Back-End Developer (Python),Imaginary Cloud,"At Imaginary Cloud, we believe technology should improve and simplify people's lives. We are a Software Development and UX/UI Design company that follows a unique user-centric Product Design Process. We helped build and launch more than 200 web & mobile applications worldwide together with industry-leading clients and have been awarded in 2020 as Top 100 Fastest Growing Company and Top 1000 Global Company by Clutch.    Our purpose is to champion a human-centric world; that is why we put our people first always. You can expect a respectful and caring culture, where you can grow and learn in a flexible work environment (see for yourself by checking our Glassdoor rating). Imaginary Cloud has been awarded Best Quality of Life and #2 Best Place to Work® (companies between 51 and 100 employees), in Portugal, an award that proves our dedication towards building a Human-Centric World from within.    At Imaginary Cloud you will find:  	• A remote-first company. We seek team members who live in Portugal or are willing and legally qualified to live and work in the country.  	• Flexible working hours  	• Global projects with industry-leading clients  	• Career plan with strong growth potential  	• Health & Dental insurance  	• Paid sick days  	• Informal environment  	• Team events  	• Caring, respectful and human-centric culture  	• Comfort budget  	• Fair compensation according to your experience    Need more reasons to join us? If Imaginary Cloud is what you are looking for, we really would like to meet you!",2024-10-10 12:31:36,,"['Coimbra', 'Lisboa', 'Porto']"
DevOps Engineer,agap2IT,"Fundada em Setembro de 2005, a agap2IT é uma organização europeia na área dos Sistemas de Informação, Ciência e Tecnologia. Empenhada na inovação, a agap2IT está orientada para a criação de um verdadeiro valor para os seus Clientes e Consultores.    A capacidade de intervir globalmente aliada à elevada experiência e know-how técnico, funcional e de negócio da equipa, garantem a excelência da resposta aos mais exigentes e complexos desafios.",2024-10-10 12:29:09,,['Lisboa']
Senior PowerCenter Developer,Dellent,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro do seus interesses, motivações e expectativas.",2024-10-10 12:27:57,,['Porto']
Data Scientist,Neotalent Conclusion,"Neotalent Conclusion is one of the leading Iberian specialists providing services in Information Technology and Engineering services. As part of the Netherlands-based organization Conclusion, which has an ecosystem of over 25 companies and 3,600 employees, we are focused on increasing the technological capacity of our clients and the digital transformation of their application ecosystems.     We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers.    With over 25 years of solid experience, Neotalent Conclusion has established its presence in key locations, including Lisbon, Porto, and Madrid. The company currently has more than 950 professionals in the different areas in which it operates.  Neotalent, the responsive people.    Find out more about us at www.neotalent.pt.",2024-10-09 20:01:54,,['Lisboa']
Intermediate Project Manager,Imaginary Cloud,"At Imaginary Cloud, we believe technology should improve and simplify people's lives. We are a Software Development and UX/UI Design company that follows a unique user-centric Product Design Process. We helped build and launch more than 200 web & mobile applications worldwide together with industry-leading clients and have been awarded in 2020 as Top 100 Fastest Growing Company and Top 1000 Global Company by Clutch.    Our purpose is to champion a human-centric world; that is why we put our people first always. You can expect a respectful and caring culture, where you can grow and learn in a flexible work environment (see for yourself by checking our Glassdoor rating). Imaginary Cloud has been awarded Best Quality of Life and #2 Best Place to Work® (companies between 51 and 100 employees), in Portugal, an award that proves our dedication towards building a Human-Centric World from within.    At Imaginary Cloud you will find:  	• A remote-first company. We seek team members who live in Portugal or are willing and legally qualified to live and work in the country.  	• Flexible working hours  	• Global projects with industry-leading clients  	• Career plan with strong growth potential  	• Health & Dental insurance  	• Paid sick days  	• Informal environment  	• Team events  	• Caring, respectful and human-centric culture  	• Comfort budget  	• Fair compensation according to your experience    Need more reasons to join us? If Imaginary Cloud is what you are looking for, we really would like to meet you!",2024-10-09 20:00:03,,"['Coimbra', 'Lisboa', 'Porto']"
